cell_name,cohort,dqdv_peak_v_c5_dis,dqdv_peak_v_shift_c1c5_dis,dqdv_charge_discharge_hysteresis_c5,dqdv_cosine_sim_c1c5_dis
AR4071,AR,3.58562999999988,-0.004309999999999814,0.24802000000009938,0.9988256721078911
AR4072,AR,3.58773999999988,-0.004029999999999756,0.24066000000009735,0.9990361468944806
AR4078,AR,3.6386999999998744,-0.012099999999998445,0.05140000000008582,0.9993764022593268
AR4080,AR,3.5928199999998798,0.008339999999999126,0.233420000000101,0.9994601375007663
AR4082,AR,3.6029999999998785,0.0041999999999995374,0.24200000000009414,0.9988648655404828
AR4084,AR,3.6118499999998774,-0.0029599999999994075,0.113540000000107,0.9978833255752507
AR4085,AR,3.597499999999879,0.004009999999999625,0.14122000000010582,0.9981965513984541
AR4086,AR,3.6009199999998787,0.003429999999999822,0.1327700000001042,0.9979185323702292
AR4088,AR,3.668399999999871,-0.006399999999999295,0.11870000000008885,0.9969967683023325
AR4095,AR,3.6143999999998773,0.011229999999998963,0.1113900000001058,0.9987494334499216
AR4098,AR,3.5775899999998813,0.005269999999999442,0.2485900000000969,0.9988188353235148
AR4100,AR,3.5926799999998793,0.004629999999999246,0.22205000000010022,0.9990884395360533
AR4101,AR,3.5903999999998795,0.006039999999999157,0.22608000000009998,0.9989496370595852
AR4102,AR,3.5897399999998796,0.0072099999999992725,0.23543000000009995,0.9991812969794832
AR4109,AR,3.581799999999881,-0.009099999999998776,0.2647000000000954,0.9981786347049052
AR4110,AR,3.608999999999878,0.0029999999999996696,0.23120000000009977,0.9985987716118039
AR4111,AR,3.596999999999879,0.009999999999998899,0.2448000000001005,0.9987244120964067
AR4115,AR,3.614499999999877,0.050039999999994755,0.3363900000001032,0.9895782532095052
AR4116,AR,3.525279999999887,0.019019999999998483,0.4652600000000904,0.9895356280583915
AR4121,AR,3.607099999999878,-0.0022199999999998887,0.23189000000009496,0.9983695826406576
